pop1	pop2	nean_int_mean_frag_len	nean_int_total_seq_len	nean_int_n_frags	nean_n_ind1	nean_art1_mean_frag_len	nean_art1_total_seq_len	nean_art1_n_frags	nean_n_ind2	nean_art2_mean_frag_len	nean_art2_total_seq_len	nean_art2_n_frags	deni_int_mean_frag_len	deni_int_total_seq_len	deni_int_n_frags	deni_n_ind1	deni_art1_mean_frag_len	deni_art1_total_seq_len	deni_art1_n_frags	deni_n_ind2	deni_art2_mean_frag_len	deni_art2_total_seq_len	deni_art2_n_frags	mpd_neanderthal	mpd_whole_genome	mpd_denisova	reg1	reg2	nean_ratio1	nean_ratio2	deni_ratio1	deni_ratio2	div_neanderthal	div_whole_genome	div_denisova	norm_div_neanderthal	norm_div_whole_genome	norm_div_denisova
Pathan	Pima	53296.462661426165	94922781	1781	24	83494.3231441048	478005000	5725	13	90849.21014839636	189784000	2089	44465.75342465754	3246073	73	24	78737.78501628664	48345000	614	13	81995.19230769231	17055000	208	9328.0	1651503.69003613	623.5	SAS	AMR	0.19858114664072551	0.5001621896471778	0.06714392388044266	0.19032969803576663	9.826935011522681e-05	0.0007332565835416819	0.00019207824346525787	-0.054554299566147844	0.21274185741772741	0.032420370873807516
Sindhi	Pima	52972.46127366609	92332743	1743	24	83600.0	469832000	5620	13	90849.21014839636	189784000	2089	46974.35897435898	3664078	78	24	80912.57668711657	52755000	652	13	81995.19230769231	17055000	208	8733.5	1669363.2013691654	794.5	SAS	AMR	0.1965228911610959	0.4865148958816339	0.0694546109373519	0.21483893286426267	9.45872473430146e-05	0.000741186087025564	0.00021683490362377656	-0.08857251599990595	0.40118838223361186	0.18075426457631072
Mozabite	Pima	52206.66013712047	53304021	1021	27	86723.33044232437	299976000	3459	13	90849.21014839636	189784000	2089	36734.69387755102	1800049	49	26	74697.8021978022	13595000	182	13	81995.19230769231	17055000	208	5306.0	1796780.636094153	302.0	MID	AMR	0.17769428554284342	0.28086678012898875	0.1324052225082751	0.10554377015537965	9.954220902021631e-05	0.0007977585751367142	0.0001677732106181554	-0.04279460886811929	1.7456469358371436	-0.11320751817476384
Burusho	Maya	53800.07390983001	145585706	2706	24	83004.2372881356	470136000	5664	21	86030.21718602456	273318000	3177	48772.05882352941	6633136	136	24	82881.53846153847	53873000	650	21	75397.95918367348	22167000	294	11839.5	1644599.116378467	1098.0	SAS	AMR	0.30966721544404174	0.5326605126629055	0.12312542460973029	0.29923471827491316	8.13232310045603e-05	0.0007301909990555103	0.00016553256257673596	-0.21111612939050906	0.13988751740478814	-0.126632755919778
Hazara	Maya	54028.54006586169	147662733	2733	19	84074.29015947103	432310000	5142	21	86030.21718602456	273318000	3177	55570.51282051282	8669156	156	19	87803.21285140562	43726000	498	21	75397.95918367348	22167000	294	12039.0	1611759.8061218157	1099.0	SAS	AMR	0.3415667761559992	0.5402598182337058	0.19826089740657732	0.39108386340055035	8.153038857813908e-05	0.0007156105651213115	0.000126771279695509	-0.20920224169919366	-0.20661994183176594	-0.3588778155466176
Uygur	Maya	55513.12335958005	126905286	2286	10	88113.44113188479	348753000	3958	21	86030.21718602456	273318000	3177	49800.0	6474130	130	10	83228.3950617284	26966000	324	21	75397.95918367348	22167000	294	11383.5	1606746.0457718493	1074.0	SAS	AMR	0.36388299455488554	0.46431367857221256	0.240084921753319	0.2920616231334867	8.970075525459199e-05	0.0007133844890870323	0.0001658910154723492	-0.13371784619554725	-0.25952316502708034	-0.12448502220388932
Bougainville	Maya	52628.18696883853	74312412	1412	11	100468.92870758673	263530000	2623	21	86030.21718602456	273318000	3177	51093.75	4905096	96	11	111934.0434248259	273231000	2441	21	75397.95918367348	22167000	294	8735.5	1671640.2818370871	823.0	OCE	AMR	0.2819884339543885	0.27188993041073034	0.017952194297133194	0.22127919880904046	0.00011755102229759411	0.0007421970955110013	0.00016778468759836708	0.12358524136536726	0.42521523789075466	-0.11313875182454351
PapuanHighlands	Maya	53210.00981354269	54222019	1019	9	96848.01864801865	207739000	2145	21	86030.21718602456	273318000	3177	48643.83561643836	3551073	73	9	102869.12065439673	251515000	2445	21	75397.95918367348	22167000	294	6915.5	1690888.9132610399	865.0	OCE	AMR	0.2610103013877991	0.19838436912314594	0.014118732481164145	0.16019637298687237	0.00012754043703167896	0.0007507433590167595	0.0002435883463955824	0.215875460702864	0.6283192104275676	0.3410522333200276
PapuanSepik	Maya	53679.280983916746	56740057	1057	8	95321.77088087631	208850000	2191	21	86030.21718602456	273318000	3177	49377.04918032787	3012061	61	8	104995.32710280374	247159000	2354	21	75397.95918367348	22167000	294	7095.5	1690158.7440052035	720.5	OCE	AMR	0.2716785108929854	0.20759722008795614	0.012186734045695282	0.13588040781341634	0.000125052747127131	0.0007504191687547747	0.0002392049829004127	0.1928921876036878	0.620614752213461	0.31478853819359903
Colombian	Maya	65946.92264257482	116793771	1771	7	90187.00114025085	158188000	1754	21	86030.21718602456	273318000	3177	70490.19607843137	10785153	153	7	83488.23529411765	14193000	170	21	75397.95918367348	22167000	294	10944.5	1355391.9251444594	1758.5	AMR	AMR	0.7383225718765014	0.4273182556582442	0.7598924117522723	0.4865409392339965	9.370790844659001e-05	0.0006017849420425254	0.00016304822008551942	-0.09669655347190224	-2.9117127824869953	-0.14151813192175547
Karitiana	Maya	64683.48115299335	116690804	1804	12	89790.09566685425	159557000	1777	21	86030.21718602456	273318000	3177	65725.49019607843	10056153	153	12	77456.14035087719	13245000	171	21	75397.95918367348	22167000	294	11818.5	1345379.1359586345	1415.5	AMR	AMR	0.7313424293512664	0.42694152598804325	0.759241449603624	0.4536542157260793	0.00010128047450937093	0.0005973393306676211	0.00014075959265934002	-0.02673511914511326	-3.017363787746728	-0.2750643724178489
Surui	Maya	68450.48143053646	99528454	1454	8	94387.41958541816	132048000	1399	21	86030.21718602456	273318000	3177	58794.8717948718	6879117	117	8	74693.54838709677	9262000	124	21	75397.95918367348	22167000	294	11618.0	1342449.3512100836	1088.0	AMR	AMR	0.7537293559917606	0.3641489181100403	0.7427247894623191	0.3103314386249831	0.00011673043770980307	0.0005960385258506558	0.00015815983359492215	0.11600402328521289	-3.0482777217300026	-0.170807761356019
Pima	Maya	64091.54577288644	128120999	1999	13	90849.21014839636	189784000	2089	21	86030.21718602456	273318000	3177	65039.1061452514	11642179	179	13	81995.19230769231	17055000	208	21	75397.95918367348	22167000	294	12814.5	1371536.8093327603	1616.0	AMR	AMR	0.6750885164186654	0.46876165858084723	0.6826255643506303	0.5252031849145126	0.00010001873307278848	0.0006089531625515154	0.00013880563080158792	-0.038392097759893946	-2.741358327535449	-0.2867718793533841
Maya	Maya	86030.21718602456	273321177	3177	21	86030.21718602456	273318000	3177	21	86030.21718602456	273318000	3177	75397.95918367348	22167294	294	21	75397.95918367348	22167000	294	21	75397.95918367348	22167000	294	237135.0	1343011.6209310004	32381.0	AMR	AMR	1.0000116238227998	1.0000116238227998	1.0000132629584517	1.0000132629584517	0.0008676056594034058	0.0005962881698430222	0.001460755651997939	7.053191110807082	-3.042344873235991	7.633924719807525
Yakut	Maya	53284.13284132841	144402710	2710	25	85160.19310950187	388075000	4557	21	86030.21718602456	273318000	3177	53960.22727272727	9497176	176	25	78253.46534653465	39518000	505	21	75397.95918367348	22167000	294	12718.5	1563346.4894441385	1170.0	EAS	AMR	0.3721000064420537	0.5283322357107838	0.24032532010729288	0.42843758740470067	8.807660188648815e-05	0.0006941153765854514	0.0001231945159276821	-0.1487230766890402	-0.71745817881328	-0.38030862621084355
Oroqen	Maya	52966.041561074504	104503973	1973	9	83778.13504823152	260550000	3110	21	86030.21718602456	273318000	3177	59449.27536231884	8204138	138	9	84363.37209302325	29021000	344	21	75397.95918367348	22167000	294	10087.0	1555128.7189021762	1233.5	EAS	AMR	0.4010898982920745	0.3823530576105489	0.2826965990145067	0.3701059232191997	9.652264608159921e-05	0.0006904667414729275	0.00015035095704143446	-0.07069175132607318	-0.8041688547936808	-0.21759602185659535
Daur	Maya	54612.557427258806	106987959	1959	9	87494.140625	268782000	3072	21	86030.21718602456	273318000	3177	55679.10447761194	7461134	134	9	86159.02964959569	31965000	371	21	75397.95918367348	22167000	294	9699.5	1560708.0558974869	1098.5	EAS	AMR	0.398047335759091	0.39144132109850066	0.23341573596120757	0.33658744981278477	9.065973489596152e-05	0.0006929439297518829	0.0001472296302411939	-0.12485802369361404	-0.745297889741118	-0.23629800164034023
Hezhen	Maya	53122.94238683127	103272944	1944	9	85640.29706167258	265228000	3097	21	86030.21718602456	273318000	3177	56022.900763358775	7339131	131	9	82407.73809523809	27689000	336	21	75397.95918367348	22167000	294	9827.0	1557899.9255822736	1188.5	EAS	AMR	0.38937421388390364	0.3778490403120175	0.2650558344468923	0.3310836378400325	9.515561016639557e-05	0.0006916971386889892	0.00016194015340508297	-0.08332152472269634	-0.7749281740901187	-0.1481573087791632
Mongolian	Maya	53910.88133924175	109495031	2031	9	87875.03914813655	280585000	3193	21	86030.21718602456	273318000	3177	58825.757575757576	7765132	132	9	87150.27322404372	31897000	366	21	75397.95918367348	22167000	294	10334.5	1564048.8037214798	1248.0	EAS	AMR	0.3902383627064882	0.4006140503003827	0.24344396024704518	0.3503014390761041	9.438327845215186e-05	0.0006944271994234402	0.00016071845269339917	-0.09045694408471829	-0.7100476353540777	-0.15547734396738389
Xibo	Maya	55784.725781650435	108837951	1951	9	88987.14239794278	276839000	3111	21	86030.21718602456	273318000	3177	50191.17647058824	6826136	136	9	87800.0	28974000	330	21	75397.95918367348	22167000	294	10185.0	1566021.448381385	1000.5	EAS	AMR	0.39314529744725274	0.3982099642175049	0.23559522330365154	0.3079413542653494	9.357949048489529e-05	0.0006953030404479505	0.00014656901063793632	-0.09788298152271098	-0.6892330663592284	-0.24025622045418454
Japanese	Maya	51865.897333863904	130341513	2513	27	78430.189501198	360073000	4591	21	86030.21718602456	273318000	3177	53395.604395604394	9718182	182	27	80322.0640569395	45141000	562	21	75397.95918367348	22167000	294	11927.0	1561676.9729851705	1316.5	EAS	AMR	0.36198635554457015	0.4768859460408755	0.21528504020735031	0.4384076329679253	9.150576608697184e-05	0.0006933741224530779	0.00013546772431304537	-0.11704170949872053	-0.7350742585003801	-0.30677153452052086
NorthernHan	Maya	53369.26952141058	105939985	1985	10	85439.47858472998	275286000	3222	21	86030.21718602456	273318000	3177	45719.69696969697	6035132	132	10	79861.78861788618	29469000	369	21	75397.95918367348	22167000	294	10356.0	1565072.3928388432	926.5	EAS	AMR	0.3848360795681582	0.3876070547860002	0.204795955071431	0.27225749988721976	9.775345918729364e-05	0.0006948816661398493	0.00015351776895683474	-0.05932051341957025	-0.6992471264034397	-0.19862150998677963
Naxi	Maya	55647.15626725566	100778811	1811	8	88766.8252889191	261152000	2942	21	86030.21718602456	273318000	3177	48886.95652173913	5622115	115	8	89819.71830985915	31886000	355	21	75397.95918367348	22167000	294	10003.0	1569866.843112355	1001.5	EAS	AMR	0.3859009733794878	0.36872365157069786	0.1763192310104748	0.2536254342039969	9.925697575455619e-05	0.0006970103699682004	0.00017813580832124566	-0.0454298223767048	-0.6486579767006337	-0.05111818720969523
Yi	Maya	53826.217980914116	107169991	1991	10	87185.6014580802	287015000	3292	21	86030.21718602456	273318000	3177	53507.042253521126	7598142	142	10	85698.3758700696	36936000	431	21	75397.95918367348	22167000	294	10416.5	1570632.5671511649	1141.0	EAS	AMR	0.3733950873647719	0.3921073291916376	0.20571101364522418	0.3427681688997158	9.719605183133775e-05	0.0006973503463158288	0.00015016829114275569	-0.06447028930843933	-0.6405783584294015	-0.21869049679078253
Tu	Maya	54301.4098201264	111700057	2057	10	86606.52870883125	297147000	3431	21	86030.21718602456	273318000	3177	50948.90510948905	6980137	137	10	84101.03626943006	32463000	386	21	75397.95918367348	22167000	294	10320.0	1571545.7872695208	1046.5	EAS	AMR	0.37590841233463573	0.4086816711669191	0.21501823614576596	0.314888663328371	9.239028409806452e-05	0.0006977558099354666	0.00014992542409984216	-0.10886982321461498	-0.6309424196577847	-0.22014567749353903
Tujia	Maya	55391.25742039935	102641853	1853	9	89896.23908663532	267711000	2978	21	86030.21718602456	273318000	3177	57851.851851851854	7810135	135	9	82201.08695652174	30250000	368	21	75397.95918367348	22167000	294	10067.5	1566959.7038634298	1098.0	EAS	AMR	0.3834054372065399	0.37554004127060786	0.2581862809917355	0.3523316190733974	9.808377095452476e-05	0.0006957196196014844	0.00014058655836294762	-0.05626882858527257	-0.6793329642968772	-0.27610113790897783
Cambodian	Maya	53644.77766287487	103750934	1934	9	85110.81794195251	290313000	3411	21	86030.21718602456	273318000	3177	55276.19047619047	5804105	105	9	88593.45794392523	37918000	428	21	75397.95918367348	22167000	294	10594.0	1591286.2408036753	856.5	EAS	AMR	0.35737612163423615	0.37959788232022773	0.1530699140250013	0.2618353859340461	0.00010210992413812873	0.0007065204391659958	0.00014756797128928577	-0.01907199871161417	-0.4226489340504935	-0.2342707716044024
Dai	Maya	51694.742792538156	91449769	1769	9	84013.2362673726	253888000	3022	21	86030.21718602456	273318000	3177	43870.68965517241	5089116	116	9	90136.90476190476	30286000	336	21	75397.95918367348	22167000	294	8844.5	1577201.2495800685	752.0	EAS	AMR	0.36019728778043864	0.3345910953541296	0.16803526381826586	0.22958072810935173	9.671429569165998e-05	0.0007002667973448198	0.00014776633112705624	-0.06892113863060632	-0.5712682102812602	-0.2330822636674557
Lahu	Maya	54185.008923259964	91086681	1681	8	89675.22935779816	244365000	2725	21	86030.21718602456	273318000	3177	51672.41379310345	5994116	116	8	90000.0	28890000	321	21	75397.95918367348	22167000	294	9267.5	1577449.8545066174	1014.0	EAS	AMR	0.3727484746178872	0.33326265009988365	0.20748065074420213	0.2704071818468895	0.00010174374451079188	0.0007003771762680959	0.0001691658953547112	-0.022455059583892285	-0.5686450290762097	-0.10486300205867202
Miao	Maya	52966.36889122438	100796903	1903	10	87096.5890978642	273222000	3137	21	86030.21718602456	273318000	3177	56056.45161290323	6951124	124	10	94740.0	33159000	350	21	75397.95918367348	22167000	294	9846.5	1567778.039750531	1185.5	EAS	AMR	0.36891942449729526	0.3687898455279199	0.20963008534636146	0.31357982586728017	9.768653308723185e-05	0.0006960829552575811	0.0001705479574238641	-0.05993883036991473	-0.6706982065377936	-0.09658213352699953
Han	Maya	50683.26996197719	133299630	2630	33	78911.08476585655	399369000	5061	21	86030.21718602456	273318000	3177	53952.879581151836	10305191	191	33	79285.92814371258	52963000	668	21	75397.95918367348	22167000	294	11294.5	1566908.425868982	1342.5	EAS	AMR	0.33377560601849415	0.4877089324523083	0.19457340029832146	0.4648888437767853	8.473016766813232e-05	0.0006956968525151942	0.00013027415018314556	-0.1796401180004557	-0.6798740294846659	-0.3378897494973315
She	Maya	54348.8120950324	100655852	1852	10	88498.33222148099	265318000	2998	21	86030.21718602456	273318000	3177	55789.47368421053	6360114	114	10	88446.74556213018	29895000	338	21	75397.95918367348	22167000	294	9291.0	1566175.1390376287	916.5	EAS	AMR	0.3793781499935926	0.3682737763337943	0.2127484194681385	0.286918121532007	9.230461831469074e-05	0.0006953712780705482	0.00014410119063903572	-0.10966127237832908	-0.6876113831269339	-0.2550425990306935
Adygei	Maya	55698.347107438014	121313178	2178	16	87799.51219512195	359978000	4100	21	86030.21718602456	273318000	3177	46516.48351648352	4233091	91	16	73439.2523364486	15716000	214	21	75397.95918367348	22167000	294	10456.5	1660203.416281169	653.5	EUR	AMR	0.3370016445449444	0.44385359910434	0.2693491346398575	0.19096363964451663	8.619426324813616e-05	0.0007371192037602572	0.0001543789160214132	-0.16611362963186632	0.3045379400291605	-0.19346179553735504
Basque	Maya	53993.04520615996	108690013	2013	23	84647.71598808342	340961000	4028	21	86030.21718602456	273318000	3177	49675.32467532468	3825077	77	23	71625.80645161291	11102000	155	21	75397.95918367348	22167000	294	9096.0	1664717.3929364963	564.0	EUR	AMR	0.3187754992506474	0.39766869726838333	0.34453945235092776	0.1725572698154915	8.368754174314065e-05	0.0007391233791795684	0.00014744801215766377	-0.18927273190886773	0.3521676426528262	-0.23498952788916483
Sardinian	Maya	54271.11984282907	110498036	2036	28	83547.36098020735	354575000	4244	21	86030.21718602456	273318000	3177	41587.5	3327080	80	28	64434.06593406593	11727000	182	21	75397.95918367348	22167000	294	9263.0	1678205.0810611518	559.0	EUR	AMR	0.3116351575830219	0.4042837866514463	0.28371109405645095	0.1500915775702621	8.382954426447905e-05	0.0007451118224230372	0.00016801519650865024	-0.18796079880871505	0.4944844119918795	-0.11175761705206268
BergamoItalian	Maya	58337.6993166287	102442756	1756	12	89985.15151515152	296951000	3300	21	86030.21718602456	273318000	3177	37164.17910447761	2490067	67	12	71886.36363636363	9489000	132	21	75397.95918367348	22167000	294	9014.0	1667614.3926386286	446.0	EUR	AMR	0.3449820206027257	0.37481159674811027	0.26241616608704815	0.11233216041864032	8.799060423559867e-05	0.0007404096276553804	0.00017911164639345046	-0.14951759191083983	0.38273564174749636	-0.045271281369148146
Tuscan	Maya	56840.92454112849	83614471	1471	8	89399.92503748125	238519000	2668	21	86030.21718602456	273318000	3177	38156.25	2442064	64	8	62451.32743362832	7057000	113	21	75397.95918367348	22167000	294	7836.5	1670397.8808850348	468.0	EUR	AMR	0.3505568571057232	0.30592376279644956	0.3460484625194842	0.11016664411061487	9.372181521067089e-05	0.0007416454778046729	0.00019164116910940908	-0.09656807163973642	0.41210591269835073	0.029801562818705024
French	Maya	52614.56102783726	122857335	2335	28	81519.47236180905	389337000	4776	21	86030.21718602456	273318000	3177	41936.17021276596	3942094	94	28	73666.66666666667	15691000	213	21	75397.95918367348	22167000	294	9931.0	1662496.6520209324	603.5	EUR	AMR	0.3155552516200618	0.4495032709151977	0.2512328086164043	0.17783615283980692	8.083359451025044e-05	0.0007381373850782522	0.0001530912251204563	-0.21563978374448353	0.32873525974768086	-0.2011772225780456
Orcadian	Maya	54566.683964711985	105151927	1927	15	85381.43762049022	310020000	3631	21	86030.21718602456	273318000	3177	47041.09589041096	3434073	73	15	70681.52866242039	11097000	157	21	75397.95918367348	22167000	294	9104.0	1656178.537911955	650.5	EUR	AMR	0.3391778820721244	0.38472375401546915	0.30945958367126253	0.15491825686831778	8.65794879821841e-05	0.0007353321847060545	0.00018942521023868742	-0.1625546148000759	0.26206900975770236	0.016524254592391575
Bedouin	Maya	52288.17204301075	121572325	2325	46	79872.41706161137	421327000	5275	21	86030.21718602456	273318000	3177	45744.68085106383	4300094	94	46	79059.70149253731	26485000	335	21	75397.95918367348	22167000	294	9557.5	1729328.813145288	615.0	MID	AMR	0.2885462479261951	0.44480175107384073	0.16235959977345668	0.19398628592051248	7.861575403777134e-05	0.000767810417256388	0.0001430201293274054	-0.23612997151917553	1.033921884116507	-0.2615199684601108
Palestinian	Maya	50125.97137014315	122560445	2445	46	78281.71573973101	430706000	5502	21	86030.21718602456	273318000	3177	45065.93406593407	4101091	91	46	72522.29299363057	22772000	314	21	75397.95918367348	22167000	294	9577.0	1716069.0140591536	715.0	MID	AMR	0.284557087665368	0.4484170270527371	0.18009357983488494	0.18500884197230116	7.814103481755472e-05	0.0007619231552205792	0.00017434385142880271	-0.24051580813961604	0.8940097100965616	-0.07383836541655081
Druze	Maya	51185.74514038877	118497315	2315	42	79069.13866357667	409420000	5178	21	86030.21718602456	273318000	3177	43574.46808510638	4096094	94	42	72399.29328621908	20489000	283	21	75397.95918367348	22167000	294	10028.5	1690902.946261914	645.5	MID	AMR	0.2894272751697523	0.43355108335345643	0.19991673580945873	0.18478341679072496	8.463060956275676e-05	0.0007507495895752135	0.0001575891568894659	-0.18055991556883422	0.6284672811221215	-0.17422707144161276
Russian	Maya	55268.10769814183	145744637	2637	25	83296.06707925734	417230000	5009	21	86030.21718602456	273318000	3177	43503.7037037037	5873135	135	25	72232.0819112628	21164000	293	21	75397.95918367348	22167000	294	12557.0	1642923.7533625318	907.5	EUR	AMR	0.34931485511588334	0.5332420001609847	0.27750590625590627	0.2649494744439933	8.615754417090489e-05	0.000729447149090979	0.00015451713607809116	-0.1664528698958611	0.12220974715280648	-0.19263362570089315
Balochi	Maya	52779.42353883106	131845498	2498	24	83252.24382946896	445233000	5348	21	86030.21718602456	273318000	3177	47214.28571428572	4627098	98	24	84783.78378378379	40781000	481	21	75397.95918367348	22167000	294	10678.0	1675195.1154446444	706.5	SAS	AMR	0.29612696722839504	0.4823886388748637	0.11346210244967019	0.20873812423873325	8.098873425317868e-05	0.0007437754178374139	0.0001526874944079421	-0.21420647846244775	0.4627244410907202	-0.2035962463159431
Brahui	Maya	52442.68292682927	129011460	2460	25	83963.44747979993	436442000	5198	21	86030.21718602456	273318000	3177	42291.666666666664	4060096	96	25	80449.50495049504	40627000	505	21	75397.95918367348	22167000	294	10154.5	1679153.3500184796	609.0	SAS	AMR	0.2955981779938686	0.4720196254911861	0.09993590469392276	0.18315947128614607	7.871006188132433e-05	0.0007455328474925686	0.00014999645328583362	-0.2352586800773402	0.504490172298917	-0.21972009360390404
Makrani	Maya	51362.73291925466	124043415	2415	25	82959.94608126325	430811000	5193	21	86030.21718602456	273318000	3177	42340.425531914894	3980094	94	25	84103.2258064516	39108000	465	21	75397.95918367348	22167000	294	9725.0	1695746.6917127676	581.0	SAS	AMR	0.28793000875093716	0.45384283142712883	0.1017718625345198	0.17955041277574774	7.839996988151285e-05	0.0007529001801323323	0.00014597645181244463	-0.23812355849506728	0.6795765741080775	-0.24380664111957945
Kalash	Maya	53691.08910891089	108458020	2020	22	85339.24441017733	332055000	3891	21	86030.21718602456	273318000	3177	41597.70114942529	3619087	87	22	87223.5294117647	29656000	340	21	75397.95918367348	22167000	294	9982.0	1652811.8285133825	604.0	SAS	AMR	0.3266266732920751	0.3968198947745849	0.12203557458861614	0.16326462759958496	9.203560972254518e-05	0.0007338373882691655	0.000166892920783612	-0.1121465893497101	0.22654481906764548	-0.11848192990512084
Pathan	Maya	53474.92401215805	140748632	2632	24	83494.3231441048	478005000	5725	21	86030.21718602456	273318000	3177	44386.79245283019	4705106	106	24	78737.78501628664	48345000	614	21	75397.95918367348	22167000	294	11478.0	1655541.0041619919	818.0	SAS	AMR	0.2944501249986925	0.5149629076753086	0.09732352880339229	0.21225722921459828	8.154963808102945e-05	0.0007350491239885939	0.0001738536815111073	-0.20902439936396375	0.255342004892169	-0.07677530489069781
Sindhi	Maya	51897.8243978244	133587574	2574	24	83600.0	469832000	5620	21	86030.21718602456	273318000	3177	44410.256410256414	5196117	117	24	80912.57668711657	52755000	652	21	75397.95918367348	22167000	294	10464.0	1674236.2154484515	843.0	SAS	AMR	0.2843305138858145	0.48876244521034107	0.09849525163491613	0.234407768304236	7.83306387463852e-05	0.0007433496726577883	0.00016223653162544263	-0.23876409508686738	0.45260650625146703	-0.14638150642322875
Mozabite	Maya	53962.08530805687	91089688	1688	27	86723.33044232437	299976000	3459	21	86030.21718602456	273318000	3177	41985.07462686567	2813067	67	26	74697.8021978022	13595000	182	21	75397.95918367348	22167000	294	7305.5	1794316.969050829	460.5	MID	AMR	0.30365658586020217	0.33327365193657205	0.20691923501287238	0.12690336987413722	8.020117491235671e-05	0.0007966647234607712	0.00016370033134653386	-0.2214825828429926	1.7196512921736433	-0.13761089234040033
Burusho	Yakut	53675.0	195380640	3640	24	83004.2372881356	470136000	5664	25	85160.19310950187	388075000	4557	51937.853107344636	9193177	177	24	82881.53846153847	53873000	650	25	78253.46534653465	39518000	505	14203.0	1644666.3987650222	1065.5	SAS	EAS	0.4155832354893052	0.503461032017007	0.17064535110352125	0.23263264841338124	7.269399875033678e-05	0.000730220871984766	0.00011590117322879783	-0.29083989285976597	0.1405974546304607	-0.4240079747378687
Hazara	Yakut	54588.682211160594	208368817	3817	19	84074.29015947103	432310000	5142	25	85160.19310950187	388075000	4557	63689.78102189781	17451274	274	19	87803.21285140562	43726000	498	25	78253.46534653465	39518000	505	15438.0	1589218.7261851311	1640.0	SAS	EAS	0.4819893525479401	0.5369292456355086	0.39910520056716825	0.44160316817652717	7.408978090997177e-05	0.0007056024765148902	9.397594697097759e-05	-0.27794453861838664	-0.44446453345886	-0.5553768330695831
Uygur	Yakut	55694.40914866582	175329148	3148	10	88113.44113188479	348753000	3958	25	85160.19310950187	388075000	4557	62428.57142857143	12236196	196	10	83228.3950617284	26966000	324	25	78253.46534653465	39518000	505	14210.0	1586050.1256649178	1589.0	SAS	EAS	0.5027315836709648	0.4517919165109837	0.45376385077505005	0.30963601396831825	8.104756204028322e-05	0.0007041956390938916	0.00012986062008160052	-0.21366298021760133	-0.47789835734291597	-0.340367488002146
Bougainville	Yakut	55466.76891615542	108494956	1956	11	100468.92870758673	263530000	2623	25	85160.19310950187	388075000	4557	47849.67320261438	7321153	153	11	111934.0434248259	273231000	2441	25	78253.46534653465	39518000	505	10600.5	1651856.8968698813	913.5	OCE	EAS	0.4116986908511365	0.2795721342523997	0.026794737785975967	0.18526122273394402	9.770500298649828e-05	0.0007334134050115718	0.00012477542813269988	-0.05976819063777668	0.2164687567219955	-0.3708363120347568
PapuanHighlands	Yakut	51258.245614035084	73044425	1425	9	96848.01864801865	207739000	2145	25	85160.19310950187	388075000	4557	50200.0	6024120	120	9	102869.12065439673	251515000	2445	25	78253.46534653465	39518000	505	7911.0	1676636.604557439	1263.5	OCE	EAS	0.3516163310692744	0.18822244411518393	0.023951334910442715	0.1524399008046966	0.0001083039533817947	0.0007444154293544558	0.00020974017781850296	0.03815340765081093	0.4779344660908778	0.13824496418161522
PapuanSepik	Yakut	52509.37081659973	78450494	1494	8	95321.77088087631	208850000	2191	25	85160.19310950187	388075000	4557	49648.148148148146	5362108	108	8	104995.32710280374	247159000	2354	25	78253.46534653465	39518000	505	8075.0	1672397.2209955466	972.0	OCE	EAS	0.37563080679913813	0.2021529188945436	0.02169497368090986	0.13568773723366567	0.0001029311555386764	0.0007425331714305585	0.00018127199228363175	-0.011484804856825447	0.4332021615668193	-0.03232718811977968
Colombian	Yakut	55509.87432675045	92758671	1671	7	90187.00114025085	158188000	1754	25	85160.19310950187	388075000	4557	56477.87610619469	6382113	113	7	83488.23529411765	14193000	170	25	78253.46534653465	39518000	505	10078.0	1548760.9791418947	1088.0	AMR	EAS	0.5863824752825751	0.23902253688075759	0.44966624392306065	0.16149888658332912	0.00010864752471496708	0.0006876395076437349	0.00017047645505493243	0.04132759498216309	-0.8713587350978157	-0.09701055257563837
Karitiana	Yakut	54986.43067846608	93203695	1695	12	89790.09566685425	159557000	1777	25	85160.19310950187	388075000	4557	54653.22580645161	6777124	124	12	77456.14035087719	13245000	171	25	78253.46534653465	39518000	505	10157.0	1541285.241472605	1068.5	AMR	EAS	0.5841404325726857	0.24016928428783096	0.5116741411853529	0.17149461005111594	0.00010897636622668232	0.0006843203301596584	0.0001576627489772948	0.04436569641766762	-0.9502397726549271	-0.17378613147380376
Surui	Yakut	57493.745401030166	78135359	1359	8	94387.41958541816	132048000	1399	25	85160.19310950187	388075000	4557	53902.17391304348	4959092	92	8	74693.54838709677	9262000	124	25	78253.46534653465	39518000	505	10259.0	1540031.4120651456	834.5	AMR	EAS	0.5917193671998061	0.2013408722540746	0.5354234506586051	0.12548944784655094	0.00013129779054320336	0.0006837636382956289	0.00016827677324800588	0.2505889037761502	-0.9634696864046177	-0.11019033390473247
Pima	Yakut	55739.24180327869	108804952	1952	13	90849.21014839636	189784000	2089	25	85160.19310950187	388075000	4557	53609.92907801418	7559141	141	13	81995.19230769231	17055000	208	25	78253.46534653465	39518000	505	11162.5	1545963.9558474072	1278.5	AMR	EAS	0.5733094043755006	0.280370938607228	0.4432214013485781	0.1912834910673617	0.00010259183791561251	0.0006863976480236952	0.00016913297423609377	-0.01461969300505621	-0.9008718225416061	-0.10506025474454715
