pop1	pop2	nean_int_mean_frag_len	nean_int_total_seq_len	nean_int_n_frags	nean_n_ind1	nean_art1_mean_frag_len	nean_art1_total_seq_len	nean_art1_n_frags	nean_n_ind2	nean_art2_mean_frag_len	nean_art2_total_seq_len	nean_art2_n_frags	deni_int_mean_frag_len	deni_int_total_seq_len	deni_int_n_frags	deni_n_ind1	deni_art1_mean_frag_len	deni_art1_total_seq_len	deni_art1_n_frags	deni_n_ind2	deni_art2_mean_frag_len	deni_art2_total_seq_len	deni_art2_n_frags	mpd_neanderthal	mpd_whole_genome	mpd_denisova	reg1	reg2	nean_ratio1	nean_ratio2	deni_ratio1	deni_ratio2	div_neanderthal	div_whole_genome	div_denisova	norm_div_neanderthal	norm_div_whole_genome	norm_div_denisova
Pathan	Palestinian	51399.86376021798	226369404	4404	24	83494.3231441048	478005000	5725	46	78281.71573973101	430706000	5502	55730.26315789474	8471152	152	24	78737.78501628664	48345000	614	46	72522.29299363057	22772000	314	13605.0	1667825.9911076154	981.0	SAS	MID	0.47357120532212005	0.5255775494188611	0.17522291860585376	0.3719985947655015	6.010087829713948e-05	0.0007405035759592128	0.00011580479254769599	-0.4071852323723484	0.3849683453972968	-0.42458545657968394
Sindhi	Palestinian	52372.20557732196	227247339	4339	24	83600.0	469832000	5620	46	78281.71573973101	430706000	5502	53228.75816993464	8144153	153	24	80912.57668711657	52755000	652	46	72522.29299363057	22772000	314	13821.0	1687046.325747561	1144.0	SAS	MID	0.4836778657051882	0.5276159120142278	0.15437689318548006	0.3576388986474618	6.081919401485269e-05	0.0007490372758822847	0.0001404688738043109	-0.4005488560774366	0.5877737414215611	-0.2768062656887134
Mozabite	Palestinian	55404.58902120244	190761443	3443	27	86723.33044232437	299976000	3459	46	78281.71573973101	430706000	5502	61175.257731958765	5934097	97	26	74697.8021978022	13595000	182	46	72522.29299363057	22772000	314	11411.0	1750419.9991489644	1055.0	MID	MID	0.635922350454703	0.442904076098313	0.43649113644722326	0.260587431933954	5.981816776254937e-05	0.0007771747626618528	0.00017778610629384724	-0.4097971388694644	1.2564677663930472	-0.05321348855598033
Burusho	Druze	52245.25	208985000	4000	24	83004.2372881356	470136000	5664	42	79069.13866357667	409420000	5178	50300.0	7545150	150	24	82881.53846153847	53873000	650	42	72399.29328621908	20489000	283	13251.0	1649073.5291874986	969.5	SAS	MID	0.4445203090169653	0.5104416003126374	0.14005438716982532	0.36825369710576406	6.340646457879752e-05	0.0007321776083918988	0.00012849313797605084	-0.376645577037757	0.18709975791520123	-0.3485609981115815
Hazara	Druze	51725.793103448275	187509625	3625	19	84074.29015947103	432310000	5142	42	79069.13866357667	409420000	5178	52473.21428571428	5877112	112	19	87803.21285140562	43726000	498	42	72399.29328621908	20489000	283	13380.5	1662746.0794290106	880.5	SAS	MID	0.43373881011311327	0.4579884348590689	0.1344077208068426	0.2868423056274098	7.135900357115001e-05	0.0007382481291778219	0.0001498184822749677	-0.3031736482579929	0.3313671194536761	-0.22078643829009664
Uygur	Druze	53785.195434105844	155495891	2891	10	88113.44113188479	348753000	3958	42	79069.13866357667	409420000	5178	44397.590361445786	3685083	83	10	83228.3950617284	26966000	324	42	72399.29328621908	20489000	283	11330.5	1663705.993662393	553.0	SAS	MID	0.4458625187453585	0.37979554247472036	0.13665664169695171	0.17985665479037533	7.28668772347174e-05	0.0007386743246719703	0.0001500644625914803	-0.2892427028674652	0.3414957561240188	-0.21931260385973092
Bougainville	Druze	51737.25490196078	79159530	1530	11	100468.92870758673	263530000	2623	42	79069.13866357667	409420000	5178	39197.67441860465	3371086	86	11	111934.0434248259	273231000	2441	42	72399.29328621908	20489000	283	7388.0	1753431.3344167282	638.0	OCE	MID	0.30038147459492276	0.1933455375897611	0.012337860638068155	0.16453150470984432	9.333051876381782e-05	0.0007785117753634658	0.00018925651852251768	-0.10018318182059943	1.288242189314458	0.015513508436222184
PapuanHighlands	Druze	48755.91836734694	59727225	1225	9	96848.01864801865	207739000	2145	42	79069.13866357667	409420000	5178	42600.0	2982070	70	9	102869.12065439673	251515000	2445	42	72399.29328621908	20489000	283	6610.0	1762648.4158466354	584.0	OCE	MID	0.2875108910700446	0.14588252894338333	0.011856430033993996	0.1455449265459515	0.0001106697992414682	0.0007826040978210507	0.00019583711985298802	0.060010987811434637	1.3854971999371837	0.054942341404899384
PapuanSepik	Druze	50430.86816720257	62737244	1244	8	95321.77088087631	208850000	2191	42	79069.13866357667	409420000	5178	43145.16129032258	2675062	62	8	104995.32710280374	247159000	2354	42	72399.29328621908	20489000	283	6421.0	1762335.640425528	628.5	OCE	MID	0.30039379458941823	0.15323443896243466	0.010823243337284906	0.13056088632924984	0.00010234749872021793	0.0007824652276277349	0.00023494782550834335	-0.016877094317944985	1.38219691696435	0.28928102918282683
Colombian	Druze	50672.60940032415	62531234	1234	7	90187.00114025085	158188000	1754	42	79069.13866357667	409420000	5178	42608.69565217391	1960046	46	7	83488.23529411765	14193000	170	42	72399.29328621908	20489000	283	6172.0	1696975.4090534828	417.0	AMR	MID	0.39529695046400487	0.15273126373894777	0.13809948566194602	0.09566333154375518	9.870267393091906e-05	0.0007534457224068225	0.000212750108926015	-0.050550906869081834	0.6925415152266228	0.15627949703438052
Karitiana	Druze	48555.28846153846	60598248	1248	12	89790.09566685425	159557000	1777	42	79069.13866357667	409420000	5178	43618.181818181816	2399055	55	12	77456.14035087719	13245000	171	42	72399.29328621908	20489000	283	6383.0	1694266.9597684334	502.0	AMR	MID	0.379790595210489	0.14800998485662645	0.1811291053227633	0.11708990189857972	0.00010533307827645447	0.0007522431890540766	0.00020924905848344452	0.010706082417569655	0.6639630258217349	0.1353023361059644
Surui	Druze	53041.37235116045	52564991	991	8	94387.41958541816	132048000	1399	42	79069.13866357667	409420000	5178	47214.28571428572	1983042	42	8	74693.54838709677	9262000	124	42	72399.29328621908	20489000	283	6663.5	1692567.0736770704	390.5	AMR	MID	0.39807487428813765	0.12838891847003078	0.21410516087238177	0.0967856898823759	0.00012676688178259177	0.0007514884510082079	0.00019691968198353842	0.20872873734535502	0.6460264977428467	0.061428703255456324
Pima	Druze	50443.46648612052	74506477	1477	13	90849.21014839636	189784000	2089	42	79069.13866357667	409420000	5178	40287.878787878784	2659066	66	13	81995.19230769231	17055000	208	42	72399.29328621908	20489000	283	7799.5	1692143.9407559976	413.0	AMR	MID	0.39258566054040384	0.18198055053490303	0.15591122837877455	0.12978017472790276	0.00010468217414171924	0.0007513005828236185	0.00015531769425805903	0.004692508353272833	0.6415617659243522	-0.18783694023485456
Maya	Druze	51185.74514038877	118497315	2315	21	86030.21718602456	273318000	3177	42	79069.13866357667	409420000	5178	43574.46808510638	4096094	94	21	75397.95918367348	22167000	294	42	72399.29328621908	20489000	283	10028.5	1690902.946261914	645.5	AMR	MID	0.43355108335345643	0.2894272751697523	0.18478341679072496	0.19991673580945873	8.463060956275676e-05	0.0007507495895752135	0.0001575891568894659	-0.18055991556883422	0.6284672811221215	-0.17422707144161276
Yakut	Druze	51180.645161290326	150729945	2945	25	85160.19310950187	388075000	4557	42	79069.13866357667	409420000	5178	39533.98058252427	4072103	103	25	78253.46534653465	39518000	505	42	72399.29328621908	20489000	283	10755.5	1696210.279314465	545.0	EAS	MID	0.3884041615667075	0.36815481656978166	0.10304425831266764	0.1987458148274684	7.135609317710558e-05	0.0007531060099243234	0.00013383747906180172	-0.3032005368107129	0.684468167772568	-0.31653943634001475
Oroqen	Druze	47128.96292315959	87708861	1861	9	83778.13504823152	260550000	3110	42	79069.13866357667	409420000	5178	45292.307692307695	2944065	65	9	84363.37209302325	29021000	344	42	72399.29328621908	20489000	283	7713.0	1705702.944020188	591.0	EAS	MID	0.3366296718480138	0.21422710419617996	0.10144602184624926	0.14369002879593928	8.793866334668284e-05	0.0007573206895116715	0.00020074285044657643	-0.14999746347070908	0.7846310245091361	0.08433589108983398
Daur	Druze	49636.36363636364	91183837	1837	9	87494.140625	268782000	3072	42	79069.13866357667	409420000	5178	44287.878787878784	2923066	66	9	86159.02964959569	31965000	371	42	72399.29328621908	20489000	283	7224.0	1706616.8612766967	585.0	EAS	MID	0.33924830159757724	0.22271466220507058	0.09144583137806976	0.14266513739079506	7.922456695916405e-05	0.0007577264626559826	0.00020013232681027386	-0.23050526981777172	0.7942743192077839	0.0806778310934411
Hezhen	Druze	47394.53551912568	86733830	1830	9	85640.29706167258	265228000	3097	42	79069.13866357667	409420000	5178	46166.666666666664	2770060	60	9	82407.73809523809	27689000	336	42	72399.29328621908	20489000	283	6770.5	1709434.3517455128	503.0	EAS	MID	0.3270161144373897	0.2118456108641493	0.10004189389288165	0.13519742300746743	7.806065983711315e-05	0.0007589774095644211	0.00018158451441485022	-0.24125837662552432	0.8240033682085933	-0.0304546566759173
Mongolian	Druze	49634.0710241894	96440943	1943	9	87875.03914813655	280585000	3193	42	79069.13866357667	409420000	5178	40354.83870967742	2502062	62	9	87150.27322404372	31897000	366	42	72399.29328621908	20489000	283	7619.0	1704942.6125643633	477.5	EAS	MID	0.34371382290571484	0.23555503639294612	0.07844192243784683	0.12211733125091513	7.900171610723467e-05	0.0007569831074347916	0.00019084259302926945	-0.2325641445918798	0.7766083066482427	0.025016753453212567
Xibo	Druze	49521.22762148338	96815955	1955	9	88987.14239794278	276839000	3111	42	79069.13866357667	409420000	5178	44491.228070175435	2536057	57	9	87800.0	28974000	330	42	72399.29328621908	20489000	283	7935.5	1704854.4169466773	451.5	EAS	MID	0.3497193495136162	0.23647099555468712	0.0875287154000138	0.12377651422714628	8.19647959884298e-05	0.0007569439491709027	0.00017803227608843177	-0.20518883788677933	0.7756777012499763	-0.05173851883434346
Japanese	Druze	45784.19958419958	110113405	2405	27	78430.189501198	360073000	4591	42	79069.13866357667	409420000	5178	38210.52631578947	2904076	76	27	80322.0640569395	45141000	562	42	72399.29328621908	20489000	283	8253.0	1712297.3351511972	474.5	EAS	MID	0.30580855826457415	0.26894974598212107	0.06433344409738376	0.14173829859924839	7.495000268132659e-05	0.0007602485550323084	0.000163391040730339	-0.2699971204692192	0.8542124407496072	-0.13946406159231348
NorthernHan	Druze	47230.8091286307	91062928	1928	10	85439.47858472998	275286000	3222	42	79069.13866357667	409420000	5178	35000.0	1680048	48	10	79861.78861788618	29469000	369	42	72399.29328621908	20489000	283	7135.0	1708948.5364949694	346.0	EAS	MID	0.3307938943498761	0.22241934443847394	0.057010689198819096	0.08199755966616233	7.835241142257144e-05	0.0007587617108451296	0.00020594649676675903	-0.23856294165453107	0.8188772371538116	0.115514455370355
Naxi	Druze	49133.05237808549	81611661	1661	8	88766.8252889191	261152000	2942	42	79069.13866357667	409420000	5178	47277.77777777778	2553054	54	8	89819.71830985915	31886000	355	42	72399.29328621908	20489000	283	7158.0	1711689.838213083	445.0	EAS	MID	0.31250636028060286	0.19933481754677349	0.0800681803926488	0.12460608131192347	8.770805436737773e-05	0.0007599788304582484	0.00017430105277835877	-0.1521280140432712	0.8478023724846324	-0.07409480107567898
Yi	Druze	47359.25925925926	89510890	1890	10	87185.6014580802	287015000	3292	42	79069.13866357667	409420000	5178	43454.545454545456	2868066	66	10	85698.3758700696	36936000	431	42	72399.29328621908	20489000	283	7127.0	1714332.4024247208	497.0	EAS	MID	0.31186833440760936	0.21862852327683063	0.07764961013645225	0.13998077016935917	7.962159688055833e-05	0.0007611521112794209	0.00017328750454138783	-0.22683718920399953	0.8756856685614294	-0.0801676540163643
Tu	Druze	50479.732951835955	105858097	2097	10	86606.52870883125	297147000	3431	42	79069.13866357667	409420000	5178	37263.88888888889	2683072	72	10	84101.03626943006	32463000	386	42	72399.29328621908	20489000	283	8103.5	1705304.3209107693	480.0	EAS	MID	0.35624824413505773	0.2585562429778711	0.08265015556171641	0.1309518278100444	7.655059206288207e-05	0.0007571437035193928	0.00017889941082460702	-0.25520959296883494	0.7804249105634371	-0.046542928194977344
Tujia	Druze	47453.59628770302	81811724	1724	9	89896.23908663532	267711000	2978	42	79069.13866357667	409420000	5178	44056.6037735849	2335053	53	9	82201.08695652174	30250000	368	42	72399.29328621908	20489000	283	7095.0	1713448.312941839	416.0	EAS	MID	0.3055971700826638	0.19982346734404768	0.0771918347107438	0.11396617697300991	8.67235116570823e-05	0.0007607595814669389	0.00017815441448224088	-0.16122400866348277	0.866357104774401	-0.05100670511600391
Cambodian	Druze	48615.53985872856	96357982	1982	9	85110.81794195251	290313000	3411	42	79069.13866357667	409420000	5178	42354.83870967742	2626062	62	9	88593.45794392523	37918000	428	42	72399.29328621908	20489000	283	7698.5	1712187.0640463051	485.0	EAS	MID	0.33191066882984915	0.2353524058424112	0.06925634263410517	0.12816935916833422	7.989478235440838e-05	0.000760199595399869	0.00018468718560338637	-0.22431328285186736	0.8530489035107099	-0.011864455278505642
Dai	Druze	46962.09912536443	80541715	1715	9	84013.2362673726	253888000	3022	42	79069.13866357667	409420000	5178	37880.0	1894050	50	9	90136.90476190476	30286000	336	42	72399.29328621908	20489000	283	6692.0	1713236.4136292546	361.5	EAS	MID	0.317233248519032	0.1967214962630062	0.06253879680380374	0.09244228610473913	8.30873790060219e-05	0.0007606654995905629	0.0001908608537261424	-0.1948175162752519	0.8641212267415269	0.025126165637713336
Lahu	Druze	49112.5	78581600	1600	8	89675.22935779816	244365000	2725	42	79069.13866357667	409420000	5178	39333.333333333336	2006051	51	8	90000.0	28890000	321	42	72399.29328621908	20489000	283	6984.5	1713809.0171752854	451.5	EAS	MID	0.32157469359359975	0.1919339553514728	0.06943755624783662	0.09790868270779443	8.888213016787644e-05	0.0007609197317321074	0.00022506905357839855	-0.14128096083432257	0.8701631136853866	0.23009062563142213
Miao	Druze	48171.38103161398	86854803	1803	10	87096.5890978642	273222000	3137	42	79069.13866357667	409420000	5178	40981.48148148148	2213054	54	10	94740.0	33159000	350	42	72399.29328621908	20489000	283	7135.0	1711925.913427571	493.5	EAS	MID	0.3178909568043569	0.21214108494944067	0.0667406737235743	0.10801181121577431	8.2148594591827e-05	0.0007600836462732409	0.00022299501051488126	-0.20349075908306574	0.8502933451062135	0.2176636309823751
Han	Druze	45309.333333333336	118939625	2625	33	78911.08476585655	399369000	5061	42	79069.13866357667	409420000	5178	43958.90410958904	3209073	73	33	79285.92814371258	52963000	668	42	72399.29328621908	20489000	283	8925.5	1713525.4748397225	616.5	EAS	MID	0.29781887177021754	0.2905076083239705	0.060590846439967525	0.15662418858899899	7.504227459940285e-05	0.000760793840833093	0.00019211155371037057	-0.26914463853863196	0.8671712867099101	0.03261995507967833
She	Druze	48722.70869819031	83463713	1713	10	88498.33222148099	265318000	2998	42	79069.13866357667	409420000	5178	44098.03921568627	2249051	51	10	88446.74556213018	29895000	338	42	72399.29328621908	20489000	283	6662.0	1712225.757427689	359.5	EAS	MID	0.314579911653186	0.20385841678471986	0.07523167753804984	0.10976870515886573	7.981911851920606e-05	0.0007602167750021976	0.00015984519692972726	-0.22501232600230453	0.8534571808212787	-0.1607096098220749
Adygei	Druze	55510.30927835051	204614686	3686	16	87799.51219512195	359978000	4100	42	79069.13866357667	409420000	5178	49869.565217391304	5735115	115	16	73439.2523364486	15716000	214	42	72399.29328621908	20489000	283	14342.5	1608928.4342956154	767.0	EUR	MID	0.5684088638750145	0.49976719749890086	0.36492205395775007	0.27991190394846016	7.009516413694763e-05	0.0007143534549831135	0.00013373751005864748	-0.3148500098562284	-0.23649546144478592	-0.3171384182459938
Basque	Druze	54209.3023255814	200469698	3698	23	84647.71598808342	340961000	4028	42	79069.13866357667	409420000	5178	49264.705882352944	5025102	102	23	71625.80645161291	11102000	155	42	72399.29328621908	20489000	283	14020.0	1599235.3597275137	741.0	EUR	MID	0.5879549215306149	0.48964314884470717	0.4526303368762385	0.24525852896676265	6.993575657504109e-05	0.0007100497947583728	0.00014745969335547816	-0.31632274467043253	-0.3387729640638653	-0.23491953793317627
Sardinian	Druze	53751.0298661174	208772884	3884	28	83547.36098020735	354575000	4244	42	79069.13866357667	409420000	5178	45383.333333333336	5446120	120	28	64434.06593406593	11727000	182	42	72399.29328621908	20489000	283	13865.0	1596603.3735208046	626.5	EUR	MID	0.5887975294366495	0.5099235113086805	0.4644086296580541	0.2658070184001171	6.641188134374768e-05	0.0007088812105005816	0.00011503602564761702	-0.3488791282695999	-0.366544645201647	-0.4291916589877692
BergamoItalian	Druze	56200.0634115409	177258154	3154	12	89985.15151515152	296951000	3300	42	79069.13866357667	409420000	5178	56578.94736842105	5375095	95	12	71886.36363636363	9489000	132	42	72399.29328621908	20489000	283	12808.0	1599105.2848101743	734.0	EUR	MID	0.5969272842994299	0.43294942601729275	0.5664553693750659	0.26234052418370835	7.225619646247698e-05	0.0007099920423657694	0.00013655572599181968	-0.2948846612719907	-0.34014546332665296	-0.30025258065784
Tuscan	Druze	55874.34358589647	148963666	2666	8	89399.92503748125	238519000	2668	42	79069.13866357667	409420000	5178	47036.14457831325	3904083	83	8	62451.32743362832	7057000	113	42	72399.29328621908	20489000	283	11821.0	1600857.4280537153	625.0	EUR	MID	0.6245358482972007	0.3638407161350203	0.5532213405129659	0.1905453169993655	7.935492135377496e-05	0.0007107699822374063	0.00016008880958729617	-0.22930095144772766	-0.3216575383735114	-0.15924996163766597
French	Druze	53810.03584229391	225199185	4185	28	81519.47236180905	389337000	4776	42	79069.13866357667	409420000	5178	56383.561643835616	8232146	146	28	73666.66666666667	15691000	213	42	72399.29328621908	20489000	283	14332.5	1603331.704242501	1157.0	EUR	MID	0.5784171167908522	0.5500444164916223	0.5246412593206297	0.401783688808629	6.364365839068201e-05	0.0007118685443029188	0.00014054658408633666	-0.3744541905044075	-0.29554995118836375	-0.27634065083437553
Orcadian	Druze	54157.95724465558	182407368	3368	15	85381.43762049022	310020000	3631	42	79069.13866357667	409420000	5178	53028.57142857143	5568105	105	15	70681.52866242039	11097000	157	42	72399.29328621908	20489000	283	12852.0	1603770.108498339	881.5	EUR	MID	0.5883729049738726	0.44552627619559376	0.5017666937010002	0.27176070086387816	7.045768019633943e-05	0.0007120631928579208	0.00015831238814641605	-0.311500795960796	-0.2909240822641458	-0.1698937038668329
Bedouin	Druze	53518.41171251109	241265508	4508	46	79872.41706161137	421327000	5275	42	79069.13866357667	409420000	5178	56250.0	8550152	152	46	79059.70149253731	26485000	335	42	72399.29328621908	20489000	283	14541.0	1653859.117646429	950.5	MID	MID	0.572632439886359	0.589286082751209	0.3228299792335284	0.41730450485626436	6.02697008807409e-05	0.0007343023776338948	0.0001111676143301312	-0.40562551404205077	0.2375954012431491	-0.45236992736045406
Palestinian	Druze	52949.80940279543	250033722	4722	46	78281.71573973101	430706000	5502	42	79069.13866357667	409420000	5178	55237.179487179485	8617156	156	46	72522.29299363057	22772000	314	42	72399.29328621908	20489000	283	14691.0	1641811.417324117	1233.5	MID	MID	0.5805206382079655	0.6107022666210737	0.3784101528192517	0.4205747474254478	5.875607451062141e-05	0.000728953279335677	0.00014314467557509695	-0.4196096075462178	0.11047281566806816	-0.26077372766075285
Druze	Druze	79069.13866357667	409425178	5178	42	79069.13866357667	409420000	5178	42	79069.13866357667	409420000	5178	72399.29328621908	20489283	283	42	72399.29328621908	20489000	283	42	72399.29328621908	20489000	283	220578.5	1576252.8242076726	23574.5	MID	MID	1.0000126471593962	1.0000126471593962	1.0000138122895212	1.0000138122895212	0.0005387516739383332	0.0006998457028280452	0.0011505771090184074	4.014974432804478	-0.5812756210184523	5.775435298031008
Russian	Druze	53058.23095823096	215951070	4070	25	83296.06707925734	417230000	5009	42	79069.13866357667	409420000	5178	46567.164179104475	6240134	134	25	72232.0819112628	21164000	293	42	72399.29328621908	20489000	283	13861.0	1615780.077973539	797.0	EUR	MID	0.5175827960597272	0.5274560842166968	0.29484662634662634	0.3045602030357753	6.418583617112896e-05	0.0007173955389125834	0.00012772161623452317	-0.3694451176398449	-0.16419961771735508	-0.3531837066378588
Balochi	Druze	52418.42610364683	218484168	4168	24	83252.24382946896	445233000	5348	42	79069.13866357667	409420000	5178	51725.35211267605	7345142	142	24	84783.78378378379	40781000	481	42	72399.29328621908	20489000	283	13945.5	1644129.519597362	810.5	SAS	MID	0.49071872031048913	0.5336431244199111	0.1801118658198671	0.3584919713016741	6.382842348558637e-05	0.0007299825012280864	0.0001103450416615499	-0.3727471824775554	0.1349325172475186	-0.4572985165159641
Brahui	Druze	52941.39016711068	218599129	4129	25	83963.44747979993	436442000	5198	42	79069.13866357667	409420000	5178	50071.42857142857	7010140	140	25	80449.50495049504	40627000	505	42	72399.29328621908	20489000	283	13742.0	1645908.3120333895	998.5	SAS	MID	0.5008663900357894	0.5339239143178155	0.17254879759765673	0.3421416369759383	6.28639284285529e-05	0.0007307722731628029	0.0001424365276585061	-0.38165796080972625	0.15370163397682768	-0.2650167207427212
Makrani	Druze	52212.223291626564	216998156	4156	25	82959.94608126325	430811000	5193	42	79069.13866357667	409420000	5178	51307.086614173226	6516127	127	25	84103.2258064516	39108000	465	42	72399.29328621908	20489000	283	13524.5	1659103.01932355	868.0	SAS	MID	0.5036968786776568	0.5300135704166871	0.16661877365244962	0.31803050417297085	6.23254144150423e-05	0.0007366306348769108	0.00013320796233713678	-0.38663318485900194	0.29292698501956116	-0.32031129677363085
Kalash	Druze	51147.85029384473	165364233	3233	22	85339.24441017733	332055000	3891	42	79069.13866357667	409420000	5178	48760.330578512396	5900121	121	22	87223.5294117647	29656000	340	42	72399.29328621908	20489000	283	11522.5	1634798.9506590485	810.5	SAS	MID	0.49800253873605277	0.4038987665477993	0.19895201645535474	0.28796529845282837	6.967951769836468e-05	0.0007258397910764316	0.00013737006410546496	-0.3186900847760114	0.036480031163657056	-0.2953733302899025
Pathan	Druze	52159.667852906285	219857215	4215	24	83494.3231441048	478005000	5725	42	79069.13866357667	409420000	5178	52193.333333333336	7829150	150	24	78737.78501628664	48345000	614	42	72399.29328621908	20489000	283	13888.0	1639334.417086631	1132.0	SAS	MID	0.4599475214694407	0.536996763714523	0.16194332402523529	0.38211479330372394	6.316827037038561e-05	0.000727853507810776	0.0001445878543647778	-0.3788462060359953	0.08433648539463759	-0.252126667523743
Sindhi	Druze	52792.48011569053	219040149	4149	24	83600.0	469832000	5620	42	79069.13866357667	409420000	5178	55177.304964539006	7780141	141	24	80912.57668711657	52755000	652	42	72399.29328621908	20489000	283	13554.5	1659947.6501611127	1041.0	SAS	MID	0.466209515316113	0.5350010966733427	0.14747684579660697	0.3797228268827176	6.188134943242757e-05	0.0007370056453149992	0.00013380220229941849	-0.3907358130646142	0.30183919673257753	-0.31675080328079014
Mozabite	Druze	55078.665442301804	179945267	3267	27	86723.33044232437	299976000	3459	42	79069.13866357667	409420000	5178	59888.88888888889	5929099	99	26	74697.8021978022	13595000	182	42	72399.29328621908	20489000	283	11296.0	1731707.3848451981	957.0	MID	MID	0.5998655459103395	0.4395126447169166	0.436123501287238	0.28937961833178777	6.277464358092841e-05	0.0007688664871694664	0.00016140732343986836	-0.3824828457894901	1.0590196352539853	-0.15134985344858043
Burusho	Russian	53047.107639736394	217338097	4097	24	83004.2372881356	470136000	5664	25	83296.06707925734	417230000	5009	50065.08875739645	8461169	169	24	82881.53846153847	53873000	650	25	72232.0819112628	21164000	293	14282.0	1626874.3688949195	1065.0	SAS	EUR	0.4622877146187486	0.5209071663111473	0.15705769123679766	0.39979063504063506	6.571328357586567e-05	0.0007223213298187188	0.0001258691322676571	-0.3553333343410052	-0.047137032384273574	-0.3642831909005674
Hazara	Russian	54063.22881575538	208633859	3859	19	84074.29015947103	432310000	5142	25	83296.06707925734	417230000	5009	55497.00598802395	9268167	167	19	87803.21285140562	43726000	498	25	72232.0819112628	21164000	293	14073.0	1632050.3287780436	1094.0	SAS	EUR	0.4826024357521223	0.500045200488939	0.2119600923935416	0.43792132867132866	6.745309734217206e-05	0.0007246194213599889	0.0001180384427686726	-0.3392595403928032	0.007477656359026116	-0.41120214750950196
Uygur	Russian	55346.49681528663	173791140	3140	10	88113.44113188479	348753000	3958	25	83296.06707925734	417230000	5009	53032.0	6629125	125	10	83228.3950617284	26966000	324	25	72232.0819112628	21164000	293	12306.5	1631796.5336835296	913.5	SAS	EUR	0.498321562825266	0.4165355798959806	0.2458327152710821	0.3132264694764695	7.081201032457697e-05	0.0007245067380368781	0.00013780099183527238	-0.3082272102579874	0.00479971054714795	-0.2927913508283183
Bougainville	Russian	52776.42980935875	91357731	1731	11	100468.92870758673	263530000	2623	25	83296.06707925734	417230000	5009	49816.09195402299	4334087	87	11	111934.0434248259	273231000	2441	25	72232.0819112628	21164000	293	9130.5	1724704.9641308142	719.5	OCE	EUR	0.34666918756877774	0.21896251707691203	0.01586235456445279	0.20478581553581554	9.994228074688063e-05	0.0007657574592450793	0.00016600958864000653	-0.03909842561940532	0.9851328516618972	-0.1237745701665534
PapuanHighlands	Russian	50305.25502318393	65096294	1294	9	96848.01864801865	207739000	2145	25	83296.06707925734	417230000	5009	45285.71428571428	3170070	70	9	102869.12065439673	251515000	2445	25	72232.0819112628	21164000	293	6967.0	1736173.9098324024	707.5	OCE	EUR	0.3133561536350902	0.15602016633511492	0.0126039003637954	0.14978595728595728	0.0001070260620366499	0.000770849594365763	0.00022318119158252025	0.02634722323737465	1.1061486465772137	0.21877916767107813
PapuanSepik	Russian	51619.47565543071	68913335	1335	8	95321.77088087631	208850000	2191	25	83296.06707925734	417230000	5009	44966.101694915254	2653059	59	8	104995.32710280374	247159000	2354	25	72232.0819112628	21164000	293	7916.0	1735640.3890403176	584.5	OCE	EUR	0.32996569308115875	0.16516869592311195	0.010734219672356661	0.1253571631071631	0.00011486891470279301	0.0007706127147053584	0.00022031172318444484	0.09880578182742707	1.100519145449742	0.20158624190413663
Colombian	Russian	55277.00463883366	83414509	1509	7	90187.00114025085	158188000	1754	25	83296.06707925734	417230000	5009	46753.08641975309	3787081	81	7	83488.23529411765	14193000	170	25	72232.0819112628	21164000	293	8642.0	1645138.035941183	654.0	AMR	EUR	0.527312495258806	0.19992452364403326	0.26682737969421544	0.1789397561897562	0.0001036030794115206	0.0007304302757339369	0.0001726923717765741	-0.005277033605592807	0.14557398423220386	-0.08373349689296815
Karitiana	Russian	52793.53562005277	80036516	1516	12	89790.09566685425	159557000	1777	25	83296.06707925734	417230000	5009	40094.117647058825	3408085	85	12	77456.14035087719	13245000	171	25	72232.0819112628	21164000	293	9120.5	1641791.0003643862	573.5	AMR	EUR	0.5016170772827265	0.19182828655657552	0.2573110607776519	0.16103217728217728	0.00011395423558916532	0.0007289442143422237	0.00016827631939931076	0.09035524310546457	0.11025738395569967	-0.11019305321919845
Surui	Russian	55711.987127916334	69251243	1243	8	94387.41958541816	132048000	1399	25	83296.06707925734	417230000	5009	40389.83050847457	2383059	59	8	74693.54838709677	9262000	124	25	72232.0819112628	21164000	293	8820.0	1641827.0977119196	438.0	AMR	EUR	0.5244399233612019	0.1659785801596242	0.25729421291297777	0.11259965034965035	0.00012736233485368631	0.0007289602413229001	0.00018379737975434096	0.21423001004244224	0.11063826894022609	-0.017195883887333983
Pima	Russian	53567.9012345679	95459782	1782	13	90849.21014839636	189784000	2089	25	83296.06707925734	417230000	5009	40494.73684210526	3847095	95	13	81995.19230769231	17055000	208	25	72232.0819112628	21164000	293	9933.5	1640420.3208505865	656.0	AMR	EUR	0.5029917274375079	0.22879414711310309	0.22556992084432717	0.18177542052542053	0.00010405952948855467	0.0007283356418131502	0.00017051827417830857	-0.0010599819716913675	0.0957945139367361	-0.0967599859256182
